"id","taxon_group","taxon","common_name","synonym"
206155,89,"Cirsium rivulare","Brook Thistle",""
184951,89,"Cirsium tuberosum","Tuberous Thistle",""
29028,89,"Cirsium tuberosum x acaule = C. x medium","",""
131333,89,"Cirsium tuberosum x palustre = C. x semidecurrens","",""
29223,89,"Cirsium vulgare","Spear Thistle",""
72316,89,"Cirsium vulgare x acaule = C. x sabaudum","",""
36692,89,"Cirsium vulgare x palustre = C. x subspinuligerum","",""
10102,89,"Cistaceae","",""
58132,89,"Cistus","",""
140472,89,"Cistus albidus","Grey-leaved Cistus",""
52183,89,"Cistus albidus x crispus = C. x pulverulentus","",""
228723,89,"Cistus incanus","Hoary Rock-rose","Large Pink Cistus"
31361,89,"Cistus ladanifer","Gum Rock-rose",""
65962,89,"Cistus laurifolius","Laurel-leaved Cistus",""
40660,89,"Cistus populifolius x psilosepalus = C. x laxus","",""
165006,89,"Cistus populifolius x salviifolius = C. x corbariensis","Corbières Rock-rose",""
62705,89,"Cistus salviifolius","Sage-leaved Rock-rose",""
213514,89,"Citrullus","",""
89348,89,"Citrullus colocynthis","Bitter Cucumber",""
212177,89,"Citrullus lanatus","Water Melon",""
15267,89,"Citrus","",""
255060,89,"Citrus auriantium","Orange",""
113685,89,"Citrus limon","Lemon",""
149064,89,"Citrus paradisi","Grapefruit",""
77113,89,"Citrus reticulata","Mandarin Orange",""
287296,89,"Citrus trifoliata","Japanese Bitter-orange",""
127435,89,"Cladanthus","",""
74378,89,"Cladanthus arabicus","",""
204899,89,"Cladium","",""
22020,89,"Cladium mariscus","Great Fen-sedge","Fen Sedge"
44637,89,"Clarkia","",""
132136,89,"Clarkia amoena","Godetia",""
112934,89,"Clarkia bottae","",""
207854,89,"Clarkia concinna","Red-ribbons",""
191699,89,"Clarkia pulchella","",""
134051,89,"Clarkia purpurea","",""
255225,89,"Clarkia quadrivulnera","",""
236000,89,"Clarkia unguiculata","Clarkia",""
172983,89,"Claytonia","",""
67694,89,"Claytonia perfoliata","Springbeauty","Spring Beauty"
11390,89,"Claytonia sibirica","Pink Purslane",""
133640,89,"Claytonia virginica","Virginia Springbeauty","Purslane"
145642,89,"Clematis","",""
240202,89,"Clematis armandii","",""
82461,89,"Clematis cirrhosa","Early Virgin's-bower",""
93089,89,"Clematis flammula","Virgin's-bower","Fragrant Clematis"
142235,89,"Clematis montana","Himalayan Clematis",""
41211,89,"Clematis tangutica","Orange-peel Clematis",""
118509,89,"Clematis vitalba","Traveller's-joy","Old Man's Beard"
71202,89,"Clematis viticella","Purple Clematis",""
73412,89,"Clematis viticella x lanuginosa (C. x jackmanii)","",""
287425,89,"Cleomaceae","",""
173591,89,"Cleome","",""
239457,89,"Cleome gynandra","",""
134064,89,"Cleome hassleriana","",""
179201,89,"Cleome serrulata","Rocky Mountain Beeplant",""
128459,89,"Cleome sesquiorgyalis","",""
122321,89,"Cleome sesquiorygalis","Spiderflower",""
14556,89,"Cleretum","",""
201675,89,"Cleretum bellidiforme","Livingstone-daisy",""
61198,89,"Clerodendrum","",""
40152,89,"Clerodendrum trichotomum","",""
50586,89,"Clethra","",""
140869,89,"Clethra alnifolia","Sweet Pepperbush",""
98396,89,"Clethra arborea","Lily-of-the-valley-tree",""
206967,89,"Clethraceae","",""
111473,89,"Clinopodium","Calamint Cultivar",""
193811,89,"Clinopodium acinos","Basil Thyme",""
196551,89,"Clinopodium ascendens","Common Calamint",""
11837,89,"Clinopodium calamintha","Lesser Calamint",""
120710,89,"Clinopodium grandiflorum","Greater Calamint",""
116295,89,"Clinopodium menthifolium","Wood Calamint",""
47001,89,"Clinopodium rotundifolium","Round-leaved Calamint",""
111733,89,"Clinopodium vulgare","Wild Basil",""
64889,89,"Clypeola","",""
79978,89,"Clypeola jonthlaspi","Disk Cress",""
191415,89,"Cnicus","",""
152848,89,"Cnicus benedictus","Blessed Thistle",""
229881,89,"Cochlearia","Scurveygrass","Scurvygrass"
8294,89,"Cochlearia anglica","English Scurvygrass",""
19124,89,"Cochlearia anglica x officinalis = C. x hollandica","",""
99136,89,"Cochlearia danica","Danish Scurvygrass",""
60362,89,"Cochlearia megalosperma","Tall Scurvygrass",""
222286,89,"Cochlearia micacea","Mountain Scurvygrass","Carran an t-Slèibhe"
288450,89,"Cochlearia officinalis","",""
288948,89,"Cochlearia officinalis sens.lat.","",""
42815,89,"Cochlearia officinalis subsp. officinalis","Atlantic scurvy-grass",""
108356,89,"Cochlearia officinalis subsp. scotica","Scottish Scurvygrass","Common Scurvygrass"
214560,89,"Cochlearia officinalis x danica","",""
253119,89,"Cochlearia pyrenaica","Pyrenean Scurvygrass",""
252183,89,"Cochlearia pyrenaica subsp. alpina","",""
116709,89,"Cochlearia pyrenaica subsp. pyrenaica","",""
60377,89,"Cochlearia pyrenaica x officinalis","",""
317180,89,"Coeloglossum","",""
302814,89,"Coeloglossum viride","Frog Orchid",""
99680,89,"Coeloglossum viride x Dactylorhiza fuchsii = X Dactyloglossum mixtum","",""
114229,89,"Coeloglossum viride x Dactylorhiza maculata = X Dactyloglossum conigerum","",""
144265,89,"Coeloglossum viride x Dactylorhiza purpurella = X Dactyloglossum viridella","",""
76522,89,"Coincya","",""
225548,89,"Coincya hispida","Wallflower Cabbage",""
35022,89,"Coincya longirostra","",""
42769,89,"Coincya monensis","",""
107829,89,"Coincya monensis subsp. cheiranthos","Wallflower Cabbage",""
222719,89,"Coincya monensis subsp. monensis","Isle-of-Man Cabbage","Dune Cabbage"
221963,89,"Coincya wrightii","Lundy Cabbage",""
50243,89,"Coix","",""
84452,89,"Coix lacryma-jobi","Job's-tears",""
288469,89,"Colchicaceae","",""
250632,89,"Colchicum","",""
183323,89,"Colchicum agrippinum","",""
15967,89,"Colchicum autumnale","Meadow Saffron","Naked Ladies"
42035,89,"Colchicum byzantinum","",""
219056,89,"Colchicum variegatum","",""
400424,89,"Coleanthus","",""
34252,89,"Coleostephus","",""
44538,89,"Coleostephus myconis","Mediterranean Marigold",""
94814,89,"Coleus","",""
97425,89,"Coleus blumei","Painted-nettle",""
9516,89,"Collinsia","",""
102880,89,"Collinsia heterophylla","Chinese-houses",""
209496,89,"Collomia","",""
185968,89,"Collomia biflora","",""
239361,89,"Collomia grandiflora","",""
184312,89,"Collomia linearis","",""
87674,89,"Colocasia","",""
44404,89,"Colocasia antiquorum","Coco-Yam",""
233157,89,"Colocasia esculenta","Taro",""
291533,89,"Columelliaceae","",""
231723,89,"Colutea","",""
126802,89,"Colutea arborescens","Bladder-senna",""
127001,89,"Colutea arborescens x orientalis = C. x media","Orange Bladder-senna",""
6778,89,"Colutea orientalis","",""
244761,89,"Commelina","",""
67952,89,"Commelina coelestis","Blue Spiderwort",""
231106,89,"Commelina communis","",""
65281,89,"Commelina diffusa","Creeping Spiderwort",""
187294,89,"Commelina elliptica","Peruvian Spiderwort",""
223994,89,"Commelina virginica","",""
201463,89,"Commelinaceae","",""
133003,89,"Commelinales","",""
216646,89,"Conium","",""
187369,89,"Conium maculatum","Hemlock",""
207850,89,"Conopodium","",""
47807,89,"Conopodium majus","Pignut",""
258457,89,"Conringia","",""
131919,89,"Conringia austriaca","",""
139014,89,"Conringia orientalis","Hare's-ear Mustard",""
186647,89,"Consolida","Larkspur",""
72139,89,"Consolida ajacis","Larkspur",""
25761,89,"Consolida orientalis","Eastern Larkspur",""
218889,89,"Consolida pubescens","",""
116740,89,"Consolida regalis","Forking Larkspur",""
201670,89,"Convallaria","",""
30627,89,"Convallaria majalis","Lily-of-the-valley","Lily of The Valley"
176040,89,"Convolvulaceae","",""
14552,89,"Convolvulus","",""
180644,89,"Convolvulus althaeoides","Mallow-leaved Bindweed",""
5233,89,"Convolvulus arvensis","Field Bindweed",""
68719,89,"Convolvulus arvensis var. arvensis","",""
46264,89,"Convolvulus arvensis var. stonestreetii","Field Bindweed",""
72724,89,"Convolvulus betonicifolius","",""
162481,89,"Convolvulus erubescens","Australian Bindweed",""
286282,89,"Convolvulus fernandesii","",""
84063,89,"Convolvulus pentapetaloides","",""
86078,89,"Convolvulus sabatius","Ground Blue-convolvulus",""
249655,89,"Convolvulus siculus","Small Blue-convolvulus",""
216012,89,"Convolvulus stachydifolius","",""
190151,89,"Convolvulus tricolor","Tricolour Convolvulus",""
86725,89,"Conyza","",""
226153,89,"Conyza blakei","",""
216967,89,"Conyza bonariensis","Argentine Fleabane",""
191399,89,"Conyza canadensis","Canadian Fleabane",""
169464,89,"Conyza canadensis x bonariensis","",""
367388,89,"Conyza daveauana","",""
211754,89,"Conyza floribunda","Bilbao Fleabane",""
52329,89,"Conyza japonica","Japanese Fleabane",""
211751,89,"Conyza sumatrensis","Guernsey Fleabane","Many-flowered Fleabane"
205280,89,"Coprosma","",""
235919,89,"Coprosma repens","Tree Bedstraw",""
167917,89,"Corallorhiza","",""
254135,89,"Corallorhiza trifida","Coralroot Orchid",""
219415,89,"Corchorus","",""
176051,89,"Corchorus olitorius","Tossa Jute",""
113406,89,"Cordyline","",""
137881,89,"Cordyline australis","Cabbage-palm",""
149605,89,"Cordyline indivisa","",""
236070,89,"Coreopsis","",""
24411,89,"Coreopsis grandiflora","Large-flowered Tickseed",""
41019,89,"Coreopsis nuecensis","",""
188651,89,"Coreopsis tinctoria","Garden Tickseed",""
78788,89,"Coreopsis verticillata","Whorled Tickseed","Tickseed"
122702,89,"Coriandrum","",""
234661,89,"Coriandrum sativum","Coriander",""
194263,89,"Coriandrum tordylium","",""
55852,89,"Corispermum","",""
238244,89,"Corispermum hyssopifolium","Hyssop-leaved Bugseed",""
399386,89,"Corispermum intermedium","",""
53579,89,"Cornaceae","",""
91224,89,"Cornales","",""
210329,89,"Cornucopiae","",""
50101,89,"Cornucopiae cucullatum","",""
31080,89,"Cornus","",""
97482,89,"Cornus alba","White Dogwood",""
198002,89,"Cornus alternifolia","Pagoda Dogwood",""
244967,89,"Cornus canadensis","Creeping Dogwood",""
245020,89,"Cornus capitata","Bentham's Dogwood",""
29249,89,"Cornus florida","Flowering Dogwood",""
179582,89,"Cornus kousa","",""
163859,89,"Cornus mas","Cornelian-cherry",""
39541,89,"Cornus sanguinea","Dogwood",""
366234,89,"Cornus sanguinea subsp. australis","",""
396838,89,"Cornus sanguinea subsp. sanguinea","",""
69660,89,"Cornus sericea","Red-osier Dogwood",""
174850,89,"Cornus sericea / alba","",""
246264,89,"Cornus suecica","Dwarf Cornel",""
110095,89,"Coronilla","",""
169242,89,"Coronilla coronata","Scorpion-vetch",""
60538,89,"Coronilla scorpioides","Annual Scorpion-vetch",""
116794,89,"Coronilla valentina","Shrubby Scorpion-vetch",""
175592,89,"Coronilla valentina subsp. glauca","",""
106540,89,"Correa","",""
226851,89,"Correa backhouseana","Tasmanian-fuchsia",""
250464,89,"Corrigiola","",""
227685,89,"Corrigiola litoralis","Strapwort",""
65968,89,"Corrigiola litoralis subsp. litoralis","",""
139980,89,"Corrigiola telephiifolia","",""
71877,89,"Cortaderia","",""
182400,89,"Cortaderia richardii","Early Pampas-grass",""
24893,89,"Cortaderia selloana","Pampas-grass","Pampas Grass"
218202,89,"Corydalis","Corydalis",""
237058,89,"Corydalis capnoides","Beaked Corydalis",""
223046,89,"Corydalis cava","Hollowroot",""
156961,89,"Corydalis cheilanthifolia","Fern-leaved Corydalis",""
130691,89,"Corydalis ophiocarpa","",""
189542,89,"Corydalis sempervirens","Harlequin Corydalis",""
101728,89,"Corydalis solida","Bird-in-a-bush","Purple Corydalis"
255783,89,"Corylus","Hazel",""
213714,89,"Corylus americana","",""
21801,89,"Corylus avellana","Hazel",""
151406,89,"Corylus avellana x maxima","",""
143532,89,"Corylus colurna","Turkish Hazel",""
31375,89,"Corylus maxima","Filbert",""
251349,89,"Corynephorus","",""
206837,89,"Corynephorus canescens","Grey Hair-grass",""
125547,89,"Cosmos","",""
367473,89,"Cosmos atrosanguineus","",""
137342,89,"Cosmos bipinnatus","Mexican Aster",""
174183,89,"Cotinus","",""
255590,89,"Cotinus coggygria","Smoke-tree",""
193809,89,"Cotoneaster","Cotoneaster",""
190917,89,"Cotoneaster acuminatus","",""
178401,89,"Cotoneaster adpressus","Creeping Cotoneaster",""
131041,89,"Cotoneaster affinis","Purpleberry Cotoneaster",""
99437,89,"Cotoneaster amoenus","Beautiful Cotoneaster",""
209458,89,"Cotoneaster apiculatus","Apiculate Cotoneaster",""
229951,89,"Cotoneaster ascendens","Ascending Cotoneaster",""
207695,89,"Cotoneaster astrophoros","Starry Cotoneaster",""
70778,89,"Cotoneaster atropurpureus","Purple-flowered Cotoneaster",""
366087,89,"Cotoneaster atrovirens","",""
28454,89,"Cotoneaster bacillaris","Open-fruited Cotoneaster",""
213749,89,"Cotoneaster boisianus","Bois's Cotoneaster",""
153103,89,"Cotoneaster bradyi","Brady's Cotoneaster",""
108007,89,"Cotoneaster bullatus","Hollyberry Cotoneaster",""
9734,89,"Cotoneaster buxifolius","Box-leaved Cotoneaster",""
181514,89,"Cotoneaster calocarpus","Sikang Cotoneaster",""
74679,89,"Cotoneaster cambricus","Wild Cotoneaster","Great Orme Berry"
54047,89,"Cotoneaster cashmiriensis","Kashmir Cotoneaster",""
98132,89,"Cotoneaster cinerascens","",""
194332,89,"Cotoneaster cochleatus","Yunnan Cotoneaster",""
183897,89,"Cotoneaster congestus","Congested Cotoneaster",""
149331,89,"Cotoneaster conspicuus","Tibetan Cotoneaster",""
118969,89,"Cotoneaster cooperi","Cooper's Cotoneaster",""
138143,89,"Cotoneaster dammeri","Bearberry Cotoneaster",""
9587,89,"Cotoneaster dammeri x conspicuus = C. x suecicus","Swedish Cotoneaster",""
234515,89,"Cotoneaster dielsianus","Diels' Cotoneaster",""
6855,89,"Cotoneaster divaricatus","Spreading Cotoneaster",""
172222,89,"Cotoneaster ellipticus nom. inval.","Lindley's Cotoneaster",""
23009,89,"Cotoneaster fangianus","Fang's Cotoneaster",""
135362,89,"Cotoneaster foveolatus","",""
13813,89,"Cotoneaster franchetii","Franchet's Cotoneaster",""
90178,89,"Cotoneaster frigidus","Tree Cotoneaster",""
157644,89,"Cotoneaster frigidus x salicifolius = C. x watereri","Waterer's Cotoneaster",""
366583,89,"Cotoneaster froebelii","",""
365852,89,"Cotoneaster fruticosus","",""
204274,89,"Cotoneaster glabratus","Glabrous Cotoneaster",""
227290,89,"Cotoneaster glaucophyllus","Glaucous Cotoneaster",""
366698,89,"Cotoneaster hedegaardii","",""
32069,89,"Cotoneaster henryanus","Henry's Cotoneaster",""
23425,89,"Cotoneaster hissaricus","Circular-leaved Cotoneaster",""
158481,89,"Cotoneaster hjelmqvistii","Hjelmqvist's Cotoneaster",""
41000,89,"Cotoneaster hodjingensis","Earthquake Cotoneaster",""
75016,89,"Cotoneaster horizontalis","Wall Cotoneaster","Wallspray"
166992,89,"Cotoneaster horizontalis agg.","",""
104993,89,"Cotoneaster hsingshangensis","Hsing-Shan Cotoneaster",""
104548,89,"Cotoneaster hummelii","Hummel's Cotoneaster",""
44993,89,"Cotoneaster hupehensis","",""
9651,89,"Cotoneaster hurusawaianus","Hurusawa's Cotoneaster","Cotoneaster hurusawanus"
210412,89,"Cotoneaster hylmoei","Hylmö's Cotoneaster",""
234708,89,"Cotoneaster ignescens","Firebird Cotoneaster",""
248249,89,"Cotoneaster ignotus","Black-grape Cotoneaster",""
60869,89,"Cotoneaster induratus","Hardy Cotoneaster",""
120356,89,"Cotoneaster insculptus","Engraved Cotoneaster",""
175836,89,"Cotoneaster integrifolius","Entire-leaved Cotoneaster","Rockspray"
144831,89,"Cotoneaster lacteus","Late Cotoneaster",""
164562,89,"Cotoneaster laetevirens","Ampfield Cotoneaster",""
250415,89,"Cotoneaster lidjiangensis","Lidjiang Cotoneaster",""
195119,89,"Cotoneaster lucidus","Shiny Cotoneaster",""
130899,89,"Cotoneaster mairei","Maire's Cotoneaster",""
227128,89,"Cotoneaster marginatus","Fringed Cotoneaster",""
206402,89,"Cotoneaster microphyllus","Small-leaved Cotoneaster",""
99745,89,"Cotoneaster microphyllus agg.","",""
365895,89,"Cotoneaster microphyllus s.str.","",""
11591,89,"Cotoneaster monopyrenus","One-stoned Cotoneaster",""
47359,89,"Cotoneaster moupinensis","Moupin Cotoneaster",""
116145,89,"Cotoneaster mucronatus","Mucronate Cotoneaster",""
246853,89,"Cotoneaster multiflorus","Mnay-Flowered Cotoneaster",""
76197,89,"Cotoneaster nanshan","Dwarf Cotoneaster",""
60885,89,"Cotoneaster newryensis","",""
13499,89,"Cotoneaster nitens","Few-flowered Cotoneaster",""
82244,89,"Cotoneaster nitidus","Distichous Cotoneaster",""
367325,89,"Cotoneaster nohelii","",""
48537,89,"Cotoneaster obscurus","Obscure Cotoneaster",""
196955,89,"Cotoneaster obtusus","Dartford Cotoneaster",""
200344,89,"Cotoneaster pannosus","Silverleaf Cotoneaster",""
39192,89,"Cotoneaster perpusillus","Slender Cotoneaster",""
208422,89,"Cotoneaster prostratus","Procumbent Cotoneaster",""
104663,89,"Cotoneaster pseudoambiguus","Kangting Cotoneaster",""
39190,89,"Cotoneaster radicans","Rooting Cotoneaster",""
101810,89,"Cotoneaster rehderi","Bullate Cotoneaster",""
207250,89,"Cotoneaster rotundifolius","Round-leaved Cotoneaster",""
167858,89,"Cotoneaster salicifolius","Willow-leaved Cotoneaster",""
21405,89,"Cotoneaster salicifolius x dammeri = C. 'Hybridus Pendulus'","Weeping Cotoneaster",""
199866,89,"Cotoneaster sanguineus","",""
104063,89,"Cotoneaster serotinus","Yuletide Cotoneaster",""
243752,89,"Cotoneaster shannanensis","Shannan Cotoneaster",""
219879,89,"Cotoneaster sherriffii","Sherriff's Cotoneaster",""
49794,89,"Cotoneaster silvestrei","",""
247716,89,"Cotoneaster simonsii","Himalayan Cotoneaster","Khasia Berry"
137932,89,"Cotoneaster splendens","Showy Cotoneaster",""
134018,89,"Cotoneaster sternianus","Stern's Cotoneaster",""
232842,89,"Cotoneaster tengyuehensis","Tengyueh Cotoneaster",""
88053,89,"Cotoneaster thymifolius","Thyme-leaved Cotoneaster",""
29472,89,"Cotoneaster tomentellus","Short-felted Cotoneaster",""
91797,89,"Cotoneaster transens","Godalming Cotoneaster",""
215912,89,"Cotoneaster turbinatus","",""
74019,89,"Cotoneaster veitchii","Many-flowered Cotoneaster",""
7053,89,"Cotoneaster vestitus","",""
228737,89,"Cotoneaster villosulus","Lleyn Cotoneaster",""
188307,89,"Cotoneaster vilmorinianus","Vilmorin's Cotoneaster",""
232284,89,"Cotoneaster wardii","Ward's Cotoneaster",""
167090,89,"Cotoneaster wardii non W.W. Sm.","",""
53047,89,"Cotoneaster x suecicus 'Coral Beauty'","",""
8089,89,"Cotoneaster x suecicus 'Skogholm'","",""
184172,89,"Cotoneaster zabelii","Cherryred Cotoneaster",""
85634,89,"Cotula","",""
287796,89,"Cotula alpina","",""
60733,89,"Cotula anthemoides","",""
154830,89,"Cotula australis","Annual Buttonweed",""
187548,89,"Cotula bipinnata","Ferny Buttonweed",""
196074,89,"Cotula coronopifolia","Buttonweed","Brass Buttons"
152364,89,"Cotula dioica","Hairless Leptinella",""
77323,89,"Cotula filifolia","",""
53945,89,"Cotula macroglossa","",""
74889,89,"Cotula pusilla","",""
61070,89,"Cotula sororia","",""
51788,89,"Cotula squalida","Leptinella",""
231742,89,"Cotula turbinata","",""
197775,89,"Cotula villosa","",""
241866,89,"Cotula zeyheri","",""
18109,89,"Cousinia","",""
204927,89,"Cousinia tenella","",""
91878,89,"Crambe","",""
32176,89,"Crambe abyssinica","",""
229151,89,"Crambe cordifolia","Greater Sea-kale",""
137584,89,"Crambe maritima","Sea-kale","Sea-Kale"
43398,89,"Crambe orientalis","Oriental Sea-kale",""
61628,89,"Crassocephalum","",""
226781,89,"Crassocephalum sarcobasis","",""
152945,89,"Crassula","",""
180559,89,"Crassula alata","",""
79643,89,"Crassula alata subsp. pharnaceoides","",""
61609,89,"Crassula aquatica","Pigmyweed","Luibh Beag Bìodach"
248347,89,"Crassula campestris","",""
227832,89,"Crassula colorata","Dense Pigmyweed",""
162354,89,"Crassula decumbens","Scilly Pigmyweed",""
205271,89,"Crassula helmsii","New Zealand Pigmyweed","New Zealand Pygmyweed"
159828,89,"Crassula intricata","",""
94725,89,"Crassula natans","",""
245761,89,"Crassula peduncularis","Purple Pigmyweed",""
23680,89,"Crassula pubescens","Jersey Pigmyweed",""
34882,89,"Crassula pubescens subsp. radicans","",""
128832,89,"Crassula sarmentosa","Jade-tree",""
186283,89,"Crassula setulosa","",""
29494,89,"Crassula sieberiana","Australian Pigmyweed",""
192283,89,"Crassula thunbergiana","",""
47429,89,"Crassula tillaea","Mossy Stonecrop",""
170199,89,"Crassula vaillantii","",""
65015,89,"Crassulaceae","",""
251547,89,"Crataegus","",""
184798,89,"Crataegus coccinea","Pear-fruited Cockspurthorn",""
213689,89,"Crataegus coccinea auct., non L.","",""
200403,89,"Crataegus coccinioides","Large-flowered Cockspurthorn",""
23176,89,"Crataegus crus-galli","Cockspurthorn","Cockspur-Thorn"
198019,89,"Crataegus douglasii","Black Hawthorn",""
38094,89,"Crataegus elliptica","",""
147663,89,"Crataegus heterophylla","Various-leaved Hawthorn",""
156921,89,"Crataegus intricata","Lange's Thorn",""
224934,89,"Crataegus laevigata","Midland Hawthorn",""
123554,89,"Crataegus mollis","",""
100127,89,"Crataegus monogyna","Hawthorn",""
251395,89,"Crataegus monogyna x heterophylla","",""
288785,89,"Crataegus monogyna x laevigata = C. x media","",""
289378,89,"Crataegus monogyna x laevigata = C. x media auct. non Bechst.","",""
112651,89,"Crataegus nigra","Hungarian Thorn",""
113392,89,"Crataegus orientalis","Oriental Hawthorn",""
114698,89,"Crataegus persimilis","Broad-leaved Cockspurthorn",""
36859,89,"Crataegus punctata","Dotted Hawthorn",""
366193,89,"Crataegus rhipidophylla","",""
219146,89,"Crataegus sanguinea","",""
223760,89,"Crataegus submollis","Hairy Cockspurthorn",""
154703,89,"Crataegus succulenta","Round-fruited Cockspurthorn",""
47204,89,"Crataegus tanacetifolia","Tansy-leaved Thorn",""
252832,89,"Crataegus viridis","Southern Thorn",""
147239,89,"Crataegus x lavallei","Hybrid Cockspurthorn",""
33834,89,"Crataegus x mordensis","",""
173253,89,"Crepis","",""
60932,89,"Crepis alpina","",""
62866,89,"Crepis aurea","Golden Hawk's-beard",""
158961,89,"Crepis biennis","Rough Hawk's-beard","Rough Hawk's-Beard"
169159,89,"Crepis capillaris","Smooth Hawk's-beard",""
366150,89,"Crepis capillaris var. agrestis","",""
253449,89,"Crepis capillaris var. capillaris","",""
127011,89,"Crepis capillaris var. glandulosa","Smooth Hawk's-Beard",""
223325,89,"Crepis foetida","Stinking Hawk's-beard","Southern Hawksbeard"
109021,89,"Crepis foetida subsp. commutata","",""
123344,89,"Crepis foetida subsp. foetida","",""
191904,89,"Crepis foetida subsp. rhoeadifolia","",""
116137,89,"Crepis mollis","Northern Hawk's-beard","Northern Hawk's-Beard"
88165,89,"Crepis nicaeensis","French Hawk's-beard",""
40393,89,"Crepis paludosa","Marsh Hawk's-beard","Marsh Hawk's-Beard"
113349,89,"Crepis praemorsa","Leafless Hawk's-beard",""
197773,89,"Crepis pulchra","Small-flowered Hawk's-beard",""
11528,89,"Crepis rubra","Pink Hawk's-beard",""
29583,89,"Crepis sancta","",""
37725,89,"Crepis setosa","Bristly Hawk's-beard",""
67144,89,"Crepis suberostris","",""
54111,89,"Crepis tectorum","Narrow-leaved Hawk's-beard",""
170757,89,"Crepis vesicaria","Beaked Hawk's-beard","Beaked Hawk's-Beard"
398685,89,"Crepis vesicaria subsp. stellata","",""
35681,89,"Crepis vesicaria subsp. taraxacifolia","",""
46718,89,"Crepis zacintha","",""
171534,89,"Crinum","",""
154326,89,"Crinum bulbispermum x moorei = C. x powellii","Powell's Cape-lily","Crinum bulbispermum x moorei (C. x powellii)"
171098,89,"Crithmum","",""
83917,89,"Crithmum maritimum","Rock Samphire",""
175567,89,"Crithopsis","",""
146874,89,"Crithopsis delileana","",""
133315,89,"Crocosmia","",""
190985,89,"Crocosmia aurea","",""
69285,89,"Crocosmia masoniorum","Giant Montbretia",""
208007,89,"Crocosmia masoniorum x pottsii x aurea","",""
218520,89,"Crocosmia paniculata","Aunt-Eliza",""
161921,89,"Crocosmia pottsii","Pott's Montbretia","Potts' Montbretia"
228049,89,"Crocosmia pottsii x aurea = C. x crocosmiiflora","Montbretia",""
182168,89,"Crocus","Crocus",""
72322,89,"Crocus ancyrensis","Ankara Crocus",""
96691,89,"Crocus angustifolius x flavus = C. x stellaris","Yellow Crocus",""
213486,89,"Crocus biflorus","Silvery Crocus",""
207382,89,"Crocus biflorus subsp. adamii","",""
145021,89,"Crocus biflorus subsp. biflorus","",""
123884,89,"Crocus chrysanthus","Golden Crocus",""
147266,89,"Crocus chrysanthus x biflorus","",""
122934,89,"Crocus flavus","",""
243804,89,"Crocus kotschyanus","Kotschy's Crocus",""
130712,89,"Crocus longiflorus","Italian Crocus",""
141908,89,"Crocus nudiflorus","Autumn Crocus",""
61840,89,"Crocus pulchellus","Hairy Crocus",""
227350,89,"Crocus sativus","Saffron Crocus",""
247781,89,"Crocus serotinus","Late Crocus",""
127437,89,"Crocus serotinus subsp. salzmannii","",""
91128,89,"Crocus sieberi","Sieber's Crocus",""
140482,89,"Crocus speciosus","Bieberstein's Crocus",""
45747,89,"Crocus tommasinianus","Early Crocus",""
87248,89,"Crocus vernus","Spring Crocus",""
94803,89,"Crocus vernus subsp. albiflorus","",""
191351,89,"Crocus vernus subsp. vernus","",""
247776,89,"Crocus vernus x tommasinianus","",""
209094,89,"Crocus versicolor","",""
286919,89,"Crossosomatales","",""
182331,89,"Crucianella","",""
136991,89,"Crucianella angustifolia","",""
38045,89,"Crucianella patula","",""
251452,89,"Cruciata","",""
258332,89,"Cruciata articulata","",""
72935,89,"Cruciata laevipes","Crosswort","Maywort"
191275,89,"Crupina","",""
128992,89,"Crupina crupinastrum","",""
156590,89,"Crupina vulgaris","False Saw-wort",""
43341,89,"Crypsis","",""
230495,89,"Crypsis aculeata","",""
165981,89,"Crypsis schoenoides","",""
45333,87,"Cryptogramma","",""
235100,87,"Cryptogramma crispa","Parsley Fern",""
18692,81,"Cryptomeria","",""
95939,81,"Cryptomeria japonica","Japanese Red-cedar",""
87404,81,"Cryptomeria japonica var. japonica","",""
110055,81,"Cryptomeria japonica var. sinensis","",""
33295,89,"Cucumis","",""
147410,89,"Cucumis melo","Melon",""
215995,89,"Cucumis myriocarpus","Gooseberry Cucumber",""
19899,89,"Cucumis sativus","Cucumber",""
52413,89,"Cucurbita","",""
201446,89,"Cucurbita ficifolia","Fig-leaved Gourd",""
52407,89,"Cucurbita maxima","Pumpkin",""
76573,89,"Cucurbita pepo","Marrow",""
102291,89,"Cucurbitaceae","",""
289354,89,"Cucurbitales","",""
393994,87,"Culcita","",""
223443,89,"Cuminum","",""
183623,89,"Cuminum cyminum","Cumin",""
172901,89,"Cuphea","",""
160012,89,"Cuphea llavea x procumbens = C. x purpurea","",""
258779,81,"Cupressaceae","",""
118448,81,"Cupressus","",""
247268,81,"Cupressus arizonica","",""
219895,81,"Cupressus arizonica var. glabra","Smooth Arizona-Cypress",""
23847,81,"Cupressus duclouxiana","Chinese Cypress",""
94596,81,"Cupressus goveniana","Californian Cypress",""
67354,81,"Cupressus macrocarpa","Monterey Cypress",""
220250,81,"Cupressus macrocarpa x Xanthocyparis nootkatensis = X Cuprocyparis leylandii","Leyland Cypress",""
176891,81,"Cupressus sempervirens","Italian Cypress",""
52751,89,"Cuscuta","",""
195617,89,"Cuscuta americana","",""
161338,89,"Cuscuta approximata","",""
175318,89,"Cuscuta australis","Australian Dodder",""
101687,89,"Cuscuta campestris","Yellow Dodder",""
195126,89,"Cuscuta epilinum","Flax Dodder",""
